"","dyad",".id","edge","edge_sd","nAssociations","A","B","sexA","sexB","dyadicSex","dSex","absAgeA","absAgeB","ageDiff","resA","resB","dyadicResidency","dRes","likely.k","pk1","pk2","pk3","ageDiff_scaled","wang","wang.low","wang.high"
"209","1978_480",2,0.0113387738872198,0.020402141398243,0,"1978","480","FemaleJ","Male","FemaleJ_Male","F-M",31,43,12,"Transient","Resident","Resident_Transient","R-T",1,0.688615,0.303201,0.008184,0.824655790217385,-0.0738,-0.4478,0.189
"210","1978_54",3,0.0116295155578448,0.0204793910749631,0,"1978","54","FemaleJ","FemaleJ","FemaleJ_FemaleJ","F-F",31,44,13,"Transient","Resident","Resident_Transient","R-T",1,0.522031,0.467462,0.010507,0.98892843590311,-0.0288,-0.3337,0.3151
"211","1978_677",3,0.0105191195838863,0.0179301314065511,0,"1978","677","FemaleJ","FemaleJ","FemaleJ_FemaleJ","F-F",31,37,6,"Transient","Resident","Resident_Transient","R-T",1,0.538041,0.454956,0.007003,0.0122516768144921,-0.0049,-0.3904,0.327
"212","1978_76",2,0.0106454632685563,0.0187132060725355,0,"1978","76","FemaleJ","Male","FemaleJ_Male","F-M",31,44,13,"Transient","Resident","Resident_Transient","R-T",1,0.702409,0.291509,0.006082,0.974843281338958,0.0957,-0.1761,0.3301
"213","1978_804",2,0.0112550309951908,0.0197587065418347,0,"1978","804","FemaleJ","Male","FemaleJ_Male","F-M",31,39,8,"Transient","Resident","Resident_Transient","R-T",1,0.695596,0.297348,0.007056,0.223905825731093,-0.0096,-0.235,0.2309
"214","1978_824",2,0.0112004616339468,0.0199457537909897,0,"1978","824","FemaleJ","Male","FemaleJ_Male","F-M",31,39,8,"Transient","Resident","Resident_Transient","R-T",1,0.688615,0.303201,0.008184,0.223905825731093,-0.0212,-0.37,0.326
"215","1978_92",2,0.0113152143871313,0.0201971409605075,0,"1978","92","FemaleJ","Male","FemaleJ_Male","F-M",31,43,12,"Transient","Resident","Resident_Transient","R-T",1,0.695596,0.297348,0.007056,0.824655790217385,0.2455,-0.0312,0.4283
"216","1978_961",3,0.0115244242047443,0.0203562917117675,0,"1978","961","FemaleJ","FemaleJ","FemaleJ_FemaleJ","F-F",31,36,5,"Transient","Resident","Resident_Transient","R-T",1,0.522031,0.467462,0.010507,-0.127273574483882,0.1699,-0.1679,0.4715
"217","2232_2233",1,0.0698537984398725,0.086635592426662,1,"2232","2233","Male","Male","Male_Male","M-M",30,30,0,"Transient","Transient","Transient_Transient","T-T",2,0.083417,0.514454,0.402129,-1.05521125513437,0.0429,-0.2771,0.3801
"218","2232_251",2,0.0115338122413941,0.0207484684219491,0,"2232","251","Male","FemaleJ","FemaleJ_Male","F-M",30,43,13,"Transient","Resident","Resident_Transient","R-T",1,0.681456,0.309056,0.009488,0.974843281338958,-0.1394,-0.482,0.196
"219","2232_45",1,0.0130741964156346,0.0247246769356378,0,"2232","45","Male","Male","Male_Male","M-M",30,44,14,"Transient","Resident","Resident_Transient","R-T",1,0.509928,0.430579,0.059493,1.02281831080098,0.1607,-0.2466,0.4226
"220","2232_480",1,0.0130443657815819,0.0249246554839448,0,"2232","480","Male","Male","Male_Male","M-M",30,43,13,"Transient","Resident","Resident_Transient","R-T",1,0.499031,0.433362,0.067607,0.874387627519884,0.1216,-0.0969,0.3572
"221","2232_54",2,0.0138264387961508,0.0285467087109328,0,"2232","54","Male","FemaleJ","FemaleJ_Male","F-M",30,44,14,"Transient","Resident","Resident_Transient","R-T",1,0.658764,0.326486,0.01475,1.12503077246053,-0.0958,-0.3701,0.1959
"222","2232_76",1,0.0129645778674483,0.0254510688150936,0,"2232","76","Male","Male","Male_Male","M-M",30,44,14,"Transient","Resident","Resident_Transient","R-T",1,0.487705,0.435572,0.076723,1.02281831080098,-0.0907,-0.4185,0.1758
"223","2232_824",1,0.0120524949034354,0.0224129871120585,0,"2232","824","Male","Male","Male_Male","M-M",30,39,9,"Transient","Resident","Resident_Transient","R-T",1,0.520422,0.427289,0.052289,0.280664894395497,-0.275,-0.5933,0.0965
"224","2232_92",1,0.0117595882149003,0.0229182921358542,0,"2232","92","Male","Male","Male_Male","M-M",30,43,13,"Transient","Resident","Resident_Transient","R-T",1,0.520422,0.427289,0.052289,0.874387627519884,-0.2096,-0.6509,0.1852
"225","2232_961",2,0.0133237950859543,0.0248363612885271,0,"2232","961","Male","FemaleJ","FemaleJ_Male","F-M",30,36,6,"Transient","Resident","Resident_Transient","R-T",1,0.658764,0.326486,0.01475,-0.0764691565120535,0.0026,-0.2419,0.3263
"226","2233_251",2,0.0108578840472728,0.0196206379009849,0,"2233","251","Male","FemaleJ","FemaleJ_Male","F-M",30,43,13,"Transient","Resident","Resident_Transient","R-T",1,0.688615,0.303201,0.008184,0.974843281338958,0.085,-0.3164,0.4162
"227","2233_45",1,0.0119127621290886,0.0228439434907903,0,"2233","45","Male","Male","Male_Male","M-M",30,44,14,"Transient","Resident","Resident_Transient","R-T",1,0.520422,0.427289,0.052289,1.02281831080098,0.3489,-0.0736,0.6274
"228","2233_480",1,0.0119702937674275,0.022678303593971,0,"2233","480","Male","Male","Male_Male","M-M",30,43,13,"Transient","Resident","Resident_Transient","R-T",1,0.509928,0.430579,0.059493,0.874387627519884,0.2048,-0.1803,0.5964
"229","2233_54",2,0.0127456334262752,0.0244881418273743,0,"2233","54","Male","FemaleJ","FemaleJ_Male","F-M",30,44,14,"Transient","Resident","Resident_Transient","R-T",1,0.666546,0.320715,0.012739,1.12503077246053,0.0516,-0.2404,0.3337
"230","2233_76",1,0.0123623377063132,0.0229972853091888,0,"2233","76","Male","Male","Male_Male","M-M",30,44,14,"Transient","Resident","Resident_Transient","R-T",1,0.499031,0.433362,0.067607,1.02281831080098,-0.1463,-0.4291,0.1689
"231","2233_824",1,0.0114313568601786,0.0205828482941936,0,"2233","824","Male","Male","Male_Male","M-M",30,39,9,"Transient","Resident","Resident_Transient","R-T",1,0.530542469457531,0.423551576448424,0.0459059540940459,0.280664894395497,-0.2868,-0.6309,0.1362
"232","2233_92",1,0.0114367757723657,0.0197456692496218,0,"2233","92","Male","Male","Male_Male","M-M",30,43,13,"Transient","Resident","Resident_Transient","R-T",1,0.530542469457531,0.423551576448424,0.0459059540940459,0.874387627519884,0.0171,-0.3861,0.3681
"233","2233_961",2,0.0130842075657926,0.024991383222206,0,"2233","961","Male","FemaleJ","FemaleJ_Male","F-M",30,36,6,"Transient","Resident","Resident_Transient","R-T",1,0.666546,0.320715,0.012739,-0.0764691565120535,-0.0436,-0.3756,0.3569
"234","251_413",2,0.00584560795958223,0.00787987065765789,0,"251","413","FemaleJ","Male","FemaleJ_Male","F-M",43,43,0,"Resident","Resident","Resident_Resident","R-R",1,0.871516128483872,0.128453871546128,2.999997000003e-05,-0.977594103241492,-0.1465,-0.554,0.1786
"235","251_45",2,0.0269437581126879,0.0160247310082317,3,"251","45","FemaleJ","Male","FemaleJ_Male","F-M",43,44,1,"Resident","Resident","Resident_Resident","R-R",2,0.016233,0.983664,0.000103,-0.827406612119919,0.13,-0.2875,0.5138
"236","251_480",2,0.00555613394283765,0.0073585451937629,0,"251","480","FemaleJ","Male","FemaleJ_Male","F-M",43,43,0,"Resident","Resident","Resident_Resident","R-R",1,0.890126,0.109862,1.2e-05,-0.977594103241492,0.0176,-0.28,0.3611
"237","251_54",3,0.0249539160173407,0.0182291777355907,2,"251","54","FemaleJ","FemaleJ","FemaleJ_FemaleJ","F-F",43,44,1,"Resident","Resident","Resident_Resident","R-R",2,0.002241,0.997692,6.7e-05,-0.685374579677377,-0.3504,-0.7326,0.006
"238","251_619",3,0.00924192896283046,0.0157134174211291,0,"251","619","FemaleJ","FemaleJ","FemaleJ_FemaleJ","F-F",43,40,3,"Resident","Resident","Resident_Resident","R-R",1,0.553439,0.441903,0.004658,-0.40632407708063,-0.5641,-0.8917,-0.2462
"239","251_677",3,0.00690101908003249,0.00912743915629479,0,"251","677","FemaleJ","FemaleJ","FemaleJ_FemaleJ","F-F",43,37,6,"Resident","Resident","Resident_Resident","R-R",1,0.670822,0.329039,0.000139,0.0122516768144921,-0.1497,-0.5683,0.2773
"240","251_76",2,0.00588304390657147,0.00793626251646205,0,"251","76","FemaleJ","Male","FemaleJ_Male","F-M",43,44,1,"Resident","Resident","Resident_Resident","R-R",1,0.871516128483872,0.128453871546128,2.999997000003e-05,-0.827406612119919,0.0615,-0.286,0.3764
"241","251_804",2,0.00553226763673742,0.00694101439059461,0,"251","804","FemaleJ","Male","FemaleJ_Male","F-M",43,39,4,"Resident","Resident","Resident_Resident","R-R",1,0.887198,0.112788,1.4e-05,-0.3768441387552,0.0456,-0.3036,0.3385
"242","251_824",2,0.0160073616957009,0.0153258165599246,1,"251","824","FemaleJ","Male","FemaleJ_Male","F-M",43,39,4,"Resident","Resident","Resident_Resident","R-R",2,0.375944,0.623387,0.000669,-0.3768441387552,-0.3183,-0.6038,-0.0218
"243","251_92",2,0.00562368206510856,0.00705851406466905,0,"251","92","FemaleJ","Male","FemaleJ_Male","F-M",43,43,0,"Resident","Resident","Resident_Resident","R-R",1,0.878002,0.121976,2.2e-05,-0.977594103241492,-0.2939,-0.7066,0.128
"244","251_961",3,0.00686237831466143,0.00950530097963734,0,"251","961","FemaleJ","FemaleJ","FemaleJ_FemaleJ","F-F",43,36,7,"Resident","Resident","Resident_Resident","R-R",1,0.670822,0.329039,0.000139,0.151776928112866,-0.4216,-0.7856,-0.1605
"245","251_9907",2,0.010400539747287,0.0171355100765102,0,"251","9907","FemaleJ","Male","FemaleJ_Male","F-M",43,37,6,"Resident","Transient","Resident_Transient","R-T",1,0.709065,0.285695,0.00524,-0.0764691565120535,-0.2437,-0.7139,0.0888
"246","413_45",1,0.0435363513412643,0.0233832006803562,4,"413","45","Male","Male","Male_Male","M-M",43,44,1,"Resident","Resident","Resident_Resident","R-R",2,0.00315,0.977268,0.019582,-0.906780571853278,-0.1164,-0.43,0.2559
"247","413_480",1,0.0365903135759895,0.027281917011885,2,"413","480","Male","Male","Male_Male","M-M",43,43,0,"Resident","Resident","Resident_Resident","R-R",2,0.0492850492850493,0.87990387990388,0.0708110708110708,-1.05521125513437,0.1083,-0.1185,0.3905
"248","413_54",2,0.0145619658042401,0.0141100175952369,1,"413","54","Male","FemaleJ","FemaleJ_Male","F-M",43,44,1,"Resident","Resident","Resident_Resident","R-R",2,0.425773,0.573977,0.00025,-0.827406612119919,0.0249,-0.284,0.3464
"249","413_619",2,0.00932253109213983,0.0153925878147894,0,"413","619","Male","FemaleJ","FemaleJ_Male","F-M",43,40,3,"Resident","Resident","Resident_Resident","R-R",1,0.734277734277734,0.262842262842263,0.00288000288000288,-0.527031629876773,-0.1489,-0.658,0.2019
"250","413_677",2,0.00739460308130359,0.0109039365321184,0,"413","677","Male","FemaleJ","FemaleJ_Male","F-M",43,37,6,"Resident","Resident","Resident_Resident","R-R",1,0.794135,0.205319,0.000546,-0.0764691565120535,0.1705,-0.0955,0.5341
"251","413_76",1,0.00657843248794877,0.00900865481933083,0,"413","76","Male","Male","Male_Male","M-M",43,44,1,"Resident","Resident","Resident_Resident","R-R",1,0.721067,0.277652,0.001281,-0.906780571853278,-0.2197,-0.5621,0.1154
"252","413_804",1,0.12178566989929,0.0509124337393367,6,"413","804","Male","Male","Male_Male","M-M",43,39,4,"Resident","Resident","Resident_Resident","R-R",3,1e-06,0.031047,0.968952,-0.461488522009987,-0.209,-0.5294,0.1512
"253","413_824",1,0.0405559044827093,0.0297384413621526,2,"413","824","Male","Male","Male_Male","M-M",43,39,4,"Resident","Resident","Resident_Resident","R-R",2,0.0424,0.846842,0.110758,-0.461488522009987,-0.0469,-0.3932,0.3435
"254","413_92",1,0.00708421190137222,0.0102043934188854,0,"413","92","Male","Male","Male_Male","M-M",43,43,0,"Resident","Resident","Resident_Resident","R-R",1,0.709388,0.288913,0.001699,-1.05521125513437,0.0521,-0.2815,0.4427
"255","413_961",2,0.0246200199758548,0.0250238595731752,1,"413","961","Male","FemaleJ","FemaleJ_Male","F-M",43,36,7,"Resident","Resident","Resident_Resident","R-R",2,0.236037,0.750267,0.013696,0.0737183346095196,-0.1947,-0.4693,0.2031
"256","413_9907",1,0.0102143911220526,0.0173176281534599,0,"413","9907","Male","Male","Male_Male","M-M",43,37,6,"Resident","Transient","Resident_Transient","R-T",1,0.576411,0.399965,0.023624,-0.164627155447794,0.306,0.1344,0.5059
"257","4513_480",2,0.00785271200372113,0.011425719230138,0,"4513","480","FemaleJ","Male","FemaleJ_Male","F-M",24,43,19,"Resident","Resident","Resident_Resident","R-R",1,0.773808,0.22519,0.001002,1.8759682280684,0.0519,-0.317,0.4719
"258","4513_5001",2,0.00797524086352512,0.0117170259521044,0,"4513","5001","FemaleJ","Male","FemaleJ_Male","F-M",24,22,2,"Resident","Resident","Resident_Resident","R-R",1,0.779035,0.220104,0.000861,-0.677219120998346,0.2192,-0.0593,0.5163
"259","4513_5009",3,0.0205691523533521,0.0203027147247609,1,"4513","5009","FemaleJ","FemaleJ","FemaleJ_FemaleJ","F-F",24,23,1,"Resident","Resident","Resident_Resident","R-R",2,0.043245,0.954488,0.002267,-0.685374579677377,0.3779,0.1896,0.611
"260","4513_5019",2,0.00705863451008724,0.0102242423532062,0,"4513","5019","FemaleJ","Male","FemaleJ_Male","F-M",24,23,1,"Resident","Resident","Resident_Resident","R-R",1,0.812968,0.186735,0.000297,-0.827406612119919,0.3151,0.1313,0.5021
"261","4513_5029",3,0.00586020089142754,0.00795724810557347,0,"4513","5029","FemaleJ","FemaleJ","FemaleJ_FemaleJ","F-F",24,23,1,"Resident","Resident","Resident_Resident","R-R",1,0.76845,0.231546,4e-06,-0.685374579677377,0.2442,-0.0801,0.5535
"262","4513_5061",2,0.0668535006645379,0.0410723037443119,3,"4513","5061","FemaleJ","Male","FemaleJ_Male","F-M",24,22,2,"Resident","Resident","Resident_Resident","R-R",2,0.002502,0.842746,0.154752,-0.677219120998346,-0.2547,-0.6555,0.0433
"263","4513_5112",3,0.00728384638843114,0.0104063140887422,0,"4513","5112","FemaleJ","FemaleJ","FemaleJ_FemaleJ","F-F",24,23,1,"Resident","Resident","Resident_Resident","R-R",1,0.670822,0.329039,0.000139,-0.685374579677377,-0.2973,-0.749,0.1314
"264","4513_54",3,0.0059138404940714,0.00786928249665316,0,"4513","54","FemaleJ","FemaleJ","FemaleJ_FemaleJ","F-F",24,44,20,"Resident","Resident","Resident_Resident","R-R",1,0.758092,0.241902,6e-06,1.96560519499173,0.2722,-0.0138,0.5015
"265","4513_6105",2,0.00620508745719768,0.00824201195531929,0,"4513","6105","FemaleJ","Male","FemaleJ_Male","F-M",24,18,6,"Resident","Resident","Resident_Resident","R-R",1,0.85026714973285,0.14965785034215,7.4999925000075e-05,-0.0764691565120535,0.0772,-0.2454,0.3575
"266","4513_6118",3,0.00928111511582616,0.0151557167547809,0,"4513","6118","FemaleJ","FemaleJ","FemaleJ_FemaleJ","F-F",24,18,6,"Resident","Transient","Resident_Transient","R-T",1,0.568367568367568,0.428539428539429,0.00309300309300309,0.0122516768144921,-0.3943,-0.7784,0.0117
"267","4513_6133",2,0.0093049685641999,0.0147543618093876,0,"4513","6133","FemaleJ","Male","FemaleJ_Male","F-M",24,18,6,"Resident","Resident","Resident_Resident","R-R",1,0.734277734277734,0.262842262842263,0.00288000288000288,-0.0764691565120535,0.0764,-0.2711,0.3497
"268","4513_6203",3,0.00802682475666999,0.0118666277378947,0,"4513","6203","FemaleJ","FemaleJ","FemaleJ_FemaleJ","F-F",24,17,7,"Resident","Resident","Resident_Resident","R-R",1,0.61801,0.381259,0.000731,0.151776928112866,-0.1532,-0.4475,0.2624
"269","4513_6224",3,0.0111468125877877,0.0202456696025483,0,"4513","6224","FemaleJ","FemaleJ","FemaleJ_FemaleJ","F-F",24,17,7,"Resident","Resident","Resident_Resident","R-R",1,0.530124,0.461296,0.00858,0.151776928112866,-0.0015,-0.3978,0.32
"270","4513_76",2,0.00804129342242112,0.0115779595286849,0,"4513","76","FemaleJ","Male","FemaleJ_Male","F-M",24,44,20,"Resident","Resident","Resident_Resident","R-R",1,0.768480231519769,0.23035376964623,0.00116599883400117,2.02615571918997,0.1977,-0.0029,0.3741
"271","4513_92",2,0.00632834265068237,0.00836103678110637,0,"4513","92","FemaleJ","Male","FemaleJ_Male","F-M",24,43,19,"Resident","Resident","Resident_Resident","R-R",1,0.838585,0.161297,0.000118,1.8759682280684,-0.1043,-0.444,0.2085
"272","4513_961",3,0.00605155022422471,0.00810169666709704,0,"4513","961","FemaleJ","FemaleJ","FemaleJ_FemaleJ","F-F",24,36,12,"Resident","Resident","Resident_Resident","R-R",1,0.747422,0.252569,9e-06,0.849403184604736,-0.1235,-0.5033,0.3711
"273","45_4513",2,0.00616162639648944,0.00816267804578456,0,"45","4513","Male","FemaleJ","FemaleJ_Male","F-M",44,24,20,"Resident","Resident","Resident_Resident","R-R",1,0.857658,0.142287,5.5e-05,2.02615571918997,0.0378,-0.349,0.3379
"274","45_480",1,0.00984532432079703,0.00863449894013957,1,"45","480","Male","Male","Male_Male","M-M",44,43,1,"Resident","Resident","Resident_Resident","R-R",1,0.656694,0.3433,6e-06,-0.906780571853278,0.528,0.3035,0.7203
"275","45_5001",1,0.0078868869198192,0.0115908905340703,0,"45","5001","Male","Male","Male_Male","M-M",44,22,22,"Resident","Resident","Resident_Resident","R-R",1,0.652147347852652,0.341855658144342,0.005996994003006,2.21026377704976,-0.0718,-0.4312,0.2654
"276","45_5009",2,0.00734858553091202,0.0107124569923152,0,"45","5009","Male","FemaleJ","FemaleJ_Male","F-M",44,23,21,"Resident","Resident","Resident_Resident","R-R",1,0.808396,0.191259,0.000345,2.17634321031154,0.329,0.1133,0.6547
"277","45_5019",1,0.00701600131194899,0.00992605021305057,0,"45","5019","Male","Male","Male_Male","M-M",44,23,21,"Resident","Resident","Resident_Resident","R-R",1,0.691195308804691,0.306211693788306,0.00259299740700259,2.06183309376866,0.1421,-0.2122,0.3831
"278","45_5029",2,0.00593688869315347,0.00780683128485951,0,"45","5029","Male","FemaleJ","FemaleJ_Male","F-M",44,23,21,"Resident","Resident","Resident_Resident","R-R",1,0.871516128483872,0.128453871546128,2.999997000003e-05,2.17634321031154,-0.0192,-0.3313,0.3186
"279","45_5061",1,0.0196194109104441,0.0191009911727377,1,"45","5061","Male","Male","Male_Male","M-M",44,22,22,"Resident","Resident","Resident_Resident","R-R",2,0.263310736689263,0.72004227995772,0.0166469833530166,2.21026377704976,-0.1659,-0.5044,0.3135
"280","45_5112",2,0.0080170512438796,0.0123469217691704,0,"45","5112","Male","FemaleJ","FemaleJ_Male","F-M",44,23,21,"Resident","Resident","Resident_Resident","R-R",1,0.784164,0.215096,0.00074,2.17634321031154,-0.0452,-0.4159,0.2592
"281","45_54",2,0.0139040295051938,0.00959314039905375,2,"45","54","Male","FemaleJ","FemaleJ_Male","F-M",44,44,0,"Resident","Resident","Resident_Resident","R-R",2,0.343297656702343,0.656701343298657,9.99999000001e-07,-0.977594103241492,0.0712,-0.3393,0.3708
"282","45_6105",1,0.0583914342176024,0.0456703703471967,2,"45","6105","Male","Male","Male_Male","M-M",44,18,26,"Resident","Resident","Resident_Resident","R-R",2,0.0223900223900224,0.626105626105626,0.351504351504351,2.80398651017414,0.12,-0.1838,0.378
"283","45_6118",2,0.0117249928436929,0.0212201332160413,0,"45","6118","Male","FemaleJ","FemaleJ_Male","F-M",44,18,26,"Resident","Transient","Resident_Transient","R-T",1,0.688615,0.303201,0.008184,2.92728066591941,0.1282,-0.2137,0.4256
"284","45_6133",1,0.0328662061241741,0.0359538282339314,1,"45","6133","Male","Male","Male_Male","M-M",44,18,26,"Resident","Resident","Resident_Resident","R-R",2,0.15476,0.701092,0.144148,2.80398651017414,0.0073,-0.3497,0.301
"285","45_619",2,0.00703447552142434,0.00999295937618602,0,"45","619","Male","FemaleJ","FemaleJ_Male","F-M",44,40,4,"Resident","Resident","Resident_Resident","R-R",1,0.812968,0.186735,0.000297,-0.3768441387552,-0.0998,-0.4015,0.2403
"286","45_6203",2,0.00902730066435189,0.0141772498934471,0,"45","6203","Male","FemaleJ","FemaleJ_Male","F-M",44,17,27,"Resident","Resident","Resident_Resident","R-R",1,0.74026074026074,0.257261257261257,0.00247800247800248,3.07746815704098,0.0398,-0.3556,0.3708
"287","45_6224",2,0.00928173768857707,0.0148301790261049,0,"45","6224","Male","FemaleJ","FemaleJ_Male","F-M",44,17,27,"Resident","Resident","Resident_Resident","R-R",1,0.728172,0.268482,0.003346,3.07746815704098,0.0389,-0.3136,0.4255
"288","45_677",2,0.015335620306484,0.0146637734059405,1,"45","677","Male","FemaleJ","FemaleJ_Male","F-M",44,37,7,"Resident","Resident","Resident_Resident","R-R",2,0.397061,0.602499,0.00044,0.0737183346095196,0.2107,0.0045,0.4631
"289","45_76",1,0.00398451292872504,0.00465069364383351,0,"45","76","Male","Male","Male_Male","M-M",44,44,0,"Resident","Resident","Resident_Resident","R-R",1,0.933204066795933,0.0667949332050668,9.99999000001e-07,-1.05521125513437,0.1536,-0.1387,0.3809
"290","45_804",1,0.0219419672632095,0.0151923623770609,2,"45","804","Male","Male","Male_Male","M-M",44,39,5,"Resident","Resident","Resident_Resident","R-R",2,0.123661876338124,0.875056124943875,0.00128199871800128,-0.31305783872889,-0.0175,-0.2594,0.2228
"291","45_824",1,0.0494998831062543,0.0262539647825277,4,"45","824","Male","Male","Male_Male","M-M",44,39,5,"Resident","Resident","Resident_Resident","R-R",2,0.002276,0.934664,0.06306,-0.31305783872889,-0.0203,-0.3502,0.2494
"292","45_92",1,0.0159490051052667,0.0113234569096564,2,"45","92","Male","Male","Male_Male","M-M",44,43,1,"Resident","Resident","Resident_Resident","R-R",2,0.268299,0.731684,1.7e-05,-0.906780571853278,-0.0874,-0.4764,0.2658
"293","45_961",2,0.0492321359268523,0.0256189307729138,4,"45","961","Male","FemaleJ","FemaleJ_Male","F-M",44,36,8,"Resident","Resident","Resident_Resident","R-R",2,0.00067,0.98562,0.01371,0.223905825731093,0.2077,-0.0249,0.5746
"294","45_9907",1,0.008795513093358,0.0137467624152716,0,"45","9907","Male","Male","Male_Male","M-M",44,37,7,"Resident","Transient","Resident_Transient","R-T",1,0.616326,0.371709,0.011965,-0.0161964721666967,0.0611,-0.2319,0.5146
"295","480_5001",1,0.0108158714279782,0.0195443775058304,0,"480","5001","Male","Male","Male_Male","M-M",43,22,21,"Resident","Resident","Resident_Resident","R-R",1,0.54031454031454,0.419424419424419,0.0402610402610403,2.06183309376866,-0.0698,-0.3097,0.2882
"296","480_5009",2,0.00783686888248621,0.0116035125386578,0,"480","5009","Male","FemaleJ","FemaleJ_Male","F-M",43,23,20,"Resident","Resident","Resident_Resident","R-R",1,0.794135,0.205319,0.000546,2.02615571918997,0.2489,-0.0602,0.5349
"297","480_5019",1,0.00879574022122129,0.0139591751839064,0,"480","5019","Male","Male","Male_Male","M-M",43,23,20,"Resident","Resident","Resident_Resident","R-R",1,0.608717,0.377561,0.013722,1.91340241048756,0.3755,0.2517,0.5191
"298","480_5029",2,0.00798480154079975,0.0120165401581968,0,"480","5029","Male","FemaleJ","FemaleJ_Male","F-M",43,23,20,"Resident","Resident","Resident_Resident","R-R",1,0.768480231519769,0.23035376964623,0.00116599883400117,2.02615571918997,-0.0267,-0.2952,0.3209
"299","480_5061",1,0.0097021825974401,0.0151550914875924,0,"480","5061","Male","Male","Male_Male","M-M",43,22,21,"Resident","Resident","Resident_Resident","R-R",1,0.576411,0.399965,0.023624,2.06183309376866,-0.222,-0.5536,0.1579
"300","480_5112",2,0.00995351719474948,0.0157028850493309,0,"480","5112","Male","FemaleJ","FemaleJ_Male","F-M",43,23,20,"Resident","Resident","Resident_Resident","R-R",1,0.715572,0.279914,0.004514,2.02615571918997,0.3669,0.0828,0.5792
"301","480_54",2,0.0133761462516749,0.0118540355037007,1,"480","54","Male","FemaleJ","FemaleJ_Male","F-M",43,44,1,"Resident","Resident","Resident_Resident","R-R",2,0.469683,0.53021,0.000107,-0.827406612119919,0.2475,-0.0894,0.5326
"302","480_619",2,0.0100426883638526,0.0168809357728842,0,"480","619","Male","FemaleJ","FemaleJ_Male","F-M",43,40,3,"Resident","Resident","Resident_Resident","R-R",1,0.715572,0.279914,0.004514,-0.527031629876773,-0.1624,-0.5302,0.1635
"303","480_677",2,0.0581279579125334,0.0451080090841398,2,"480","677","Male","FemaleJ","FemaleJ_Male","F-M",43,37,6,"Resident","Resident","Resident_Resident","R-R",2,0.02128,0.856565,0.122155,-0.0764691565120535,0.1607,-0.1106,0.4408
"304","480_76",1,0.00565421340905166,0.00724024043265193,0,"480","76","Male","Male","Male_Male","M-M",43,44,1,"Resident","Resident","Resident_Resident","R-R",1,0.788846,0.210953,0.000201,-0.906780571853278,-0.0606,-0.4122,0.2595
"305","480_804",1,0.00597764261826155,0.00792990317838023,0,"480","804","Male","Male","Male_Male","M-M",43,39,4,"Resident","Resident","Resident_Resident","R-R",1,0.759274,0.240252,0.000474,-0.461488522009987,0.0659,-0.2656,0.4378
"306","480_824",1,0.0189474131662006,0.019356260606127,1,"480","824","Male","Male","Male_Male","M-M",43,39,4,"Resident","Resident","Resident_Resident","R-R",2,0.275307,0.711785,0.012908,-0.461488522009987,0.1541,-0.0978,0.4313
"307","480_92",1,0.0330013959318957,0.0256074085076432,2,"480","92","Male","Male","Male_Male","M-M",43,43,0,"Resident","Resident","Resident_Resident","R-R",2,0.059972,0.90488,0.035148,-1.05521125513437,-0.0415,-0.346,0.2589
"308","480_961",2,0.0231181741210874,0.0235472854727101,1,"480","961","Male","FemaleJ","FemaleJ_Male","F-M",43,36,7,"Resident","Resident","Resident_Resident","R-R",2,0.253499,0.737354,0.009147,0.0737183346095196,0.0787,-0.2669,0.3567
"309","480_9907",1,0.00989944277848022,0.0155296352448108,0,"480","9907","Male","Male","Male_Male","M-M",43,37,6,"Resident","Transient","Resident_Transient","R-T",1,0.56779,0.405188,0.027022,-0.164627155447794,0.0569,-0.2394,0.337
"310","5001_5009",2,0.00926542781585278,0.0145867897976434,0,"5001","5009","Male","FemaleJ","FemaleJ_Male","F-M",22,23,1,"Resident","Resident","Resident_Resident","R-R",1,0.728172,0.268482,0.003346,-0.827406612119919,0.2093,-0.0314,0.5104
"311","5001_5019",1,0.00930823473926277,0.0158873944470008,0,"5001","5019","Male","Male","Male_Male","M-M",22,23,1,"Resident","Resident","Resident_Resident","R-R",1,0.592966,0.38901,0.018024,-0.906780571853278,0.1296,-0.2243,0.4094
"312","5001_5029",2,0.00673093044742944,0.00883839684757012,0,"5001","5029","Male","FemaleJ","FemaleJ_Male","F-M",22,23,1,"Resident","Resident","Resident_Resident","R-R",1,0.803733803733804,0.195864195864196,0.000402000402000402,-0.827406612119919,0.1361,-0.0875,0.3437
"313","5001_5061",1,0.00708741125332171,0.0100754376405375,0,"5001","5061","Male","Male","Male_Male","M-M",22,22,0,"Resident","Resident","Resident_Resident","R-R",1,0.66559,0.329871,0.004539,-1.05521125513437,-0.2287,-0.6342,0.2403
"314","5001_5112",2,0.011266130131628,0.0202910723527387,0,"5001","5112","Male","FemaleJ","FemaleJ_Male","F-M",22,23,1,"Resident","Resident","Resident_Resident","R-R",1,0.688615,0.303201,0.008184,-0.827406612119919,-0.0605,-0.3703,0.2786
"315","5001_54",2,0.00853696932005652,0.0128309734594359,0,"5001","54","Male","FemaleJ","FemaleJ_Male","F-M",22,44,22,"Resident","Resident","Resident_Resident","R-R",1,0.757518,0.240905,0.001577,2.32653070143312,0.0384,-0.2419,0.3492
