"","dyad","edge","edge_sd","nAssociations","A","B","sexA","sexB","dyadicSex","dSex","absAgeA","absAgeB","ageDiff","resA","resB","dyadicResidency","dRes","P(k1)","P(k2)","P(k3)","likely.k"
"7113","6145_6220",0.0406704167620576,0.0459457604815695,1,"6145","6220","Female-Juvenile","Male","Female-Juvenile_Male","F-M",16,17,1,"Resident","Resident","Resident_Resident","R-R",0.17378,0.760504,0.065715,2
"7114","6145_6257",0.0111051776016223,0.0193143952533111,0,"6145","6257","Female-Juvenile","Male","Female-Juvenile_Male","F-M",16,17,1,"Resident","Resident","Resident_Resident","R-R",0.692211,0.30042,0.00737,1
"7115","6145_6421",0.0761343651228622,0.06099250430257,2,"6145","6421","Female-Juvenile","Male","Female-Juvenile_Male","F-M",16,14,2,"Resident","Resident","Resident_Resident","R-R",0.01805,0.773489,0.208462,2
"7116","6145_6516",0.00947810501899874,0.0148575803544766,0,"6145","6516","Female-Juvenile","Male","Female-Juvenile_Male","F-M",16,12,4,"Resident","Resident","Resident_Resident","R-R",0.742667,0.25497,0.002363,1
"7117","6145_6534",0.0134553301820999,0.0268289976489861,0,"6145","6534","Female-Juvenile","Male","Female-Juvenile_Male","F-M",16,12,4,"Resident","Transient","Resident_Transient","R-T",0.670862,0.317904,0.011234,1
"7118","6145_6631",0.0493057657057741,0.059602792328868,1,"6145","6631","Female-Juvenile","Male","Female-Juvenile_Male","F-M",16,10,6,"Resident","Unknown","Resident_Unknown","R-U",0.156909,0.749759,0.093332,2
"7119","6145_92",0.0103929558465487,0.017434810996254,0,"6145","92","Female-Juvenile","Male","Female-Juvenile_Male","F-M",16,43,27,"Resident","Resident","Resident_Resident","R-R",0.705631,0.288815,0.005554,1
"7120","6146_92",0.0146453554870595,0.0306294500663544,0,"6146","92","Female-Juvenile","Male","Female-Juvenile_Male","F-M",18,43,25,"Transient","Resident","Resident_Transient","R-T",0.663377,0.323704,0.01292,1
"7121","617_76",0.00984920509860652,0.0165465853376538,0,"617","76","Female-Juvenile","Male","Female-Juvenile_Male","F-M",40,44,4,"Resident","Resident","Resident_Resident","R-R",0.718481,0.277337,0.004181,1
"7122","617_804",0.00958352234929767,0.0152568201089417,0,"617","804","Female-Juvenile","Male","Female-Juvenile_Male","F-M",40,39,1,"Resident","Resident","Resident_Resident","R-R",0.724709,0.271664,0.003627,1
"7123","617_824",0.00955741327831458,0.0146160414494353,0,"617","824","Female-Juvenile","Male","Female-Juvenile_Male","F-M",40,39,1,"Resident","Resident","Resident_Resident","R-R",0.724709,0.271664,0.003627,1
"7124","617_92",0.00871434952061034,0.0136975372659757,0,"617","92","Female-Juvenile","Male","Female-Juvenile_Male","F-M",40,43,3,"Resident","Resident","Resident_Resident","R-R",0.730813,0.266042,0.003145,1
"7125","617_9907",0.0309027733098167,0.0332239575296941,1,"617","9907","Female-Juvenile","Male","Female-Juvenile_Male","F-M",40,37,3,"Resident","Transient","Resident_Transient","R-T",0.207315,0.761,0.031685,2
"7126","617_9911",0.0301806126060904,0.032617434647908,1,"617","9911","Female-Juvenile","Male","Female-Juvenile_Male","F-M",40,37,3,"Resident","Resident","Resident_Resident","R-R",0.212939,0.759077,0.027984,2
"7127","619_76",0.0106798917413153,0.0177208914886317,0,"619","76","Female-Juvenile","Male","Female-Juvenile_Male","F-M",40,44,4,"Resident","Resident","Resident_Resident","R-R",0.705631,0.288815,0.005554,1
"7128","619_804",0.0101382186658304,0.01679005535605,0,"619","804","Female-Juvenile","Male","Female-Juvenile_Male","F-M",40,39,1,"Resident","Resident","Resident_Resident","R-R",0.718481,0.277337,0.004181,1
"7129","619_824",0.0102385605420214,0.016497204939999,0,"619","824","Female-Juvenile","Male","Female-Juvenile_Male","F-M",40,39,1,"Resident","Resident","Resident_Resident","R-R",0.705631,0.288815,0.005554,1
"7130","619_92",0.00963345399155778,0.0159106106059441,0,"619","92","Female-Juvenile","Male","Female-Juvenile_Male","F-M",40,43,3,"Resident","Resident","Resident_Resident","R-R",0.730813,0.266042,0.003145,1
"7131","619_9907",0.0101647282053969,0.016104302787068,0,"619","9907","Female-Juvenile","Male","Female-Juvenile_Male","F-M",40,37,3,"Resident","Transient","Resident_Transient","R-T",0.712124,0.283056,0.00482,1
"7132","619_9911",0.00934583066660417,0.0148406591240788,0,"619","9911","Female-Juvenile","Male","Female-Juvenile_Male","F-M",40,37,3,"Resident","Resident","Resident_Resident","R-R",0.748425,0.249528,0.002047,1
"7133","61_74",0.0106739208118671,0.0183325022159629,0,"61","74","Female-Juvenile","Male","Female-Juvenile_Male","F-M",44,43,1,"Resident","Resident","Resident_Resident","R-R",0.712124,0.283056,0.00482,1
"7134","61_76",0.0565719065914767,0.0434701173421141,2,"61","76","Female-Juvenile","Male","Female-Juvenile_Male","F-M",44,44,0,"Resident","Resident","Resident_Resident","R-R",0.024031,0.863795,0.112174,2
"7135","61_92",0.0107547297579238,0.0186125875283848,0,"61","92","Female-Juvenile","Male","Female-Juvenile_Male","F-M",44,43,1,"Resident","Resident","Resident_Resident","R-R",0.705631,0.288815,0.005554,1
"7136","6200_6201",0.0125251060829307,0.024219226904907,0,"6200","6201","Female-Juvenile","Male","Female-Juvenile_Male","F-M",17,15,2,"Transient","Resident","Resident_Transient","R-T",0.670862,0.317904,0.011234,1
"7137","6200_6210",0.00956609574520358,0.0150917696080178,0,"6200","6210","Female-Juvenile","Male","Female-Juvenile_Male","F-M",17,17,0,"Transient","Resident","Resident_Transient","R-T",0.712124,0.283056,0.00482,1
"7138","6200_6220",0.0126047071030971,0.0235973244162848,0,"6200","6220","Female-Juvenile","Male","Female-Juvenile_Male","F-M",17,17,0,"Transient","Resident","Resident_Transient","R-T",0.678154,0.312081,0.009765,1
"7139","6200_6257",0.011400648685368,0.0199968483944211,0,"6200","6257","Female-Juvenile","Male","Female-Juvenile_Male","F-M",17,17,0,"Transient","Resident","Resident_Transient","R-T",0.692211,0.30042,0.00737,1
"7140","6200_92",0.0102862718962552,0.0171283929153159,0,"6200","92","Female-Juvenile","Male","Female-Juvenile_Male","F-M",17,43,26,"Transient","Resident","Resident_Transient","R-T",0.718481,0.277337,0.004181,1
"7141","6201_6203",0.0118328614747009,0.0197484309123896,0,"6201","6203","Male","Female-Juvenile","Female-Juvenile_Male","F-M",15,17,2,"Resident","Resident","Resident_Resident","R-R",0.692211,0.30042,0.00737,1
"7142","6201_6206",0.00929290501240815,0.0139885184440699,0,"6201","6206","Male","Female-Juvenile","Female-Juvenile_Male","F-M",15,17,2,"Resident","Transient","Resident_Transient","R-T",0.730813,0.266042,0.003145,1
"7143","6201_6208",0.00833554550858878,0.0129713205394054,0,"6201","6208","Male","Female-Juvenile","Female-Juvenile_Male","F-M",15,15,0,"Resident","Resident","Resident_Resident","R-R",0.759618,0.238846,0.001536,1
"7144","6201_6211",0.00776709869145413,0.010999903926616,0,"6201","6211","Male","Female-Juvenile","Female-Juvenile_Male","F-M",15,17,2,"Resident","Resident","Resident_Resident","R-R",0.785834,0.213419,0.000747,1
"7145","6201_6215",0.0405059582635909,0.0299676825539188,2,"6201","6215","Male","Female-Juvenile","Female-Juvenile_Male","F-M",15,15,0,"Resident","Resident","Resident_Resident","R-R",0.036965,0.934848,0.028187,2
"7146","6201_6221",0.0132349092884452,0.0254068944625842,0,"6201","6221","Male","Female-Juvenile","Female-Juvenile_Male","F-M",15,17,2,"Resident","Transient","Resident_Transient","R-T",0.670862,0.317904,0.011234,1
"7147","6201_6224",0.00930969488470328,0.0142346541274731,0,"6201","6224","Male","Female-Juvenile","Female-Juvenile_Male","F-M",15,17,2,"Resident","Resident","Resident_Resident","R-R",0.736798,0.260476,0.002726,1
"7148","6201_6246",0.00716704401602322,0.0100298058586402,0,"6201","6246","Male","Female-Juvenile","Female-Juvenile_Male","F-M",15,14,1,"Resident","Resident","Resident_Resident","R-R",0.818629,0.1811,0.00027,1
"7149","6201_6405",0.0100561579483209,0.0169166933778772,0,"6201","6405","Male","Female-Juvenile","Female-Juvenile_Male","F-M",15,14,1,"Resident","Transient","Resident_Transient","R-T",0.712124,0.283056,0.00482,1
"7150","6201_6407",0.0100891236376463,0.0163903918485286,0,"6201","6407","Male","Female-Juvenile","Female-Juvenile_Male","F-M",15,14,1,"Resident","Transient","Resident_Transient","R-T",0.724709,0.271664,0.003627,1
"7151","6201_6408",0.0100212087009255,0.0162767866042957,0,"6201","6408","Male","Female-Juvenile","Female-Juvenile_Male","F-M",15,14,1,"Resident","Transient","Resident_Transient","R-T",0.712124,0.283056,0.00482,1
"7152","6201_6415",0.0472906553818388,0.0281714406407032,3,"6201","6415","Male","Female-Juvenile","Female-Juvenile_Male","F-M",15,14,1,"Resident","Resident","Resident_Resident","R-R",0.005238,0.967808,0.026953,2
"7153","6201_6418",0.00977845748987445,0.0178463227999018,0,"6201","6418","Male","Female-Juvenile","Female-Juvenile_Male","F-M",15,14,1,"Resident","Transient","Resident_Transient","R-T",0.724709,0.271664,0.003627,1
"7154","6201_6423",0.00993327114621238,0.01588945582307,0,"6201","6423","Male","Female-Juvenile","Female-Juvenile_Male","F-M",15,14,1,"Resident","Transient","Resident_Transient","R-T",0.724709,0.271664,0.003627,1
"7155","6201_6427",0.00786216217019774,0.0112113117873874,0,"6201","6427","Male","Female-Juvenile","Female-Juvenile_Male","F-M",15,14,1,"Resident","Resident","Resident_Resident","R-R",0.780785,0.218352,0.000863,1
"7156","6201_6431",0.0251551379439084,0.024689606027813,1,"6201","6431","Male","Female-Juvenile","Female-Juvenile_Male","F-M",15,14,1,"Resident","Resident","Resident_Resident","R-R",0.241501,0.743581,0.014918,2
"7157","6201_6441",0.00714984750081319,0.00947439775197759,0,"6201","6441","Male","Female-Juvenile","Female-Juvenile_Male","F-M",15,14,1,"Resident","Resident","Resident_Resident","R-R",0.800426,0.19909,0.000484,1
"7158","6201_6502",0.00905544375653674,0.0141407732627664,0,"6201","6502","Male","Female-Juvenile","Female-Juvenile_Male","F-M",15,12,3,"Resident","Resident","Resident_Resident","R-R",0.748425,0.249528,0.002047,1
"7159","6201_6513",0.00969041014263913,0.0161070901221375,0,"6201","6513","Male","Female-Juvenile","Female-Juvenile_Male","F-M",15,12,3,"Resident","Transient","Resident_Transient","R-T",0.724709,0.271664,0.003627,1
"7160","6201_6519",0.00822244968986032,0.0123055046107973,0,"6201","6519","Male","Female-Juvenile","Female-Juvenile_Male","F-M",15,12,3,"Resident","Resident","Resident_Resident","R-R",0.770399,0.228449,0.001152,1
"7161","6201_6527",0.00853845619074198,0.0125517614282006,0,"6201","6527","Male","Female-Juvenile","Female-Juvenile_Male","F-M",15,10,5,"Resident","Resident","Resident_Resident","R-R",0.748425,0.249528,0.002047,1
"7162","6201_6537",0.00917342893825553,0.0147606494445884,0,"6201","6537","Male","Female-Juvenile","Female-Juvenile_Male","F-M",15,12,3,"Resident","Transient","Resident_Transient","R-T",0.736798,0.260476,0.002726,1
"7163","6201_6540",0.012119779219651,0.0220470484640731,0,"6201","6540","Male","Female-Juvenile","Female-Juvenile_Male","F-M",15,10,5,"Resident","Resident","Resident_Resident","R-R",0.692211,0.30042,0.00737,1
"7164","6201_6543",0.00777369151882296,0.0110544632856613,0,"6201","6543","Male","Female-Juvenile","Female-Juvenile_Male","F-M",15,12,3,"Resident","Resident","Resident_Resident","R-R",0.77564,0.223362,0.000997,1
"7165","6201_6555",0.00688431728981375,0.00940754461390082,0,"6201","6555","Male","Female-Juvenile","Female-Juvenile_Male","F-M",15,12,3,"Resident","Resident","Resident_Resident","R-R",0.822964,0.176802,0.000234,1
"7166","6201_6561",0.0110317571498516,0.0183680627313905,0,"6201","6561","Male","Female-Juvenile","Female-Juvenile_Male","F-M",15,10,5,"Resident","Resident","Resident_Resident","R-R",0.698996,0.294605,0.006399,1
"7167","6201_6563",0.00768546537374598,0.011387644899403,0,"6201","6563","Male","Female-Juvenile","Female-Juvenile_Male","F-M",15,12,3,"Resident","Resident","Resident_Resident","R-R",0.77564,0.223362,0.000997,1
"7168","6201_6565",0.00985776121696082,0.0149824971668558,0,"6201","6565","Male","Female-Juvenile","Female-Juvenile_Male","F-M",15,12,3,"Resident","Transient","Resident_Transient","R-T",0.724709,0.271664,0.003627,1
"7169","6201_6568",0.0295442137529403,0.0323560196662129,1,"6201","6568","Male","Female-Juvenile","Female-Juvenile_Male","F-M",15,12,3,"Resident","Transient","Resident_Transient","R-T",0.218587,0.756712,0.024701,2
"7170","6201_6601",0.00836909053892039,0.012366248709698,0,"6201","6601","Male","Female-Juvenile","Female-Juvenile_Male","F-M",15,10,5,"Resident","Unknown","Resident_Unknown","R-U",0.748425,0.249528,0.002047,1
"7171","6201_6602",0.0106956571795826,0.0193994331444967,0,"6201","6602","Male","Female-Juvenile","Female-Juvenile_Male","F-M",15,10,5,"Resident","Unknown","Resident_Unknown","R-U",0.698996,0.294605,0.006399,1
"7172","6201_6603",0.0096510299904724,0.0160559819567487,0,"6201","6603","Male","Female-Juvenile","Female-Juvenile_Male","F-M",15,10,5,"Resident","Unknown","Resident_Unknown","R-U",0.724709,0.271664,0.003627,1
"7173","6201_6629",0.0127677785215117,0.0235965664415688,0,"6201","6629","Male","Female-Juvenile","Female-Juvenile_Male","F-M",15,10,5,"Resident","Unknown","Resident_Unknown","R-U",0.678154,0.312081,0.009765,1
"7174","6201_6640",0.0108724635680584,0.0185046091643256,0,"6201","6640","Male","Female-Juvenile","Female-Juvenile_Male","F-M",15,10,5,"Resident","Unknown","Resident_Unknown","R-U",0.705631,0.288815,0.005554,1
"7175","6201_6673",0.0121756772962348,0.0228158261673071,0,"6201","6673","Male","Female-Juvenile","Female-Juvenile_Male","F-M",15,10,5,"Resident","Unknown","Resident_Unknown","R-U",0.678154,0.312081,0.009765,1
"7176","6201_832",0.0073839613145677,0.0109411594799217,0,"6201","832","Male","Female-Juvenile","Female-Juvenile_Male","F-M",15,39,24,"Resident","Resident","Resident_Resident","R-R",0.79079,0.208563,0.000646,1
"7177","6201_89",0.0133802030671448,0.0248807551756686,0,"6201","89","Male","Female-Juvenile","Female-Juvenile_Male","F-M",15,44,29,"Resident","Resident","Resident_Resident","R-R",0.670862,0.317904,0.011234,1
"7178","6201_961",0.00746589018960068,0.0109017273161338,0,"6201","961","Male","Female-Juvenile","Female-Juvenile_Male","F-M",15,36,21,"Resident","Resident","Resident_Resident","R-R",0.805109,0.194473,0.000418,1
"7179","6203_6210",0.0371827178234932,0.0420365583097826,1,"6203","6210","Female-Juvenile","Male","Female-Juvenile_Male","F-M",17,17,0,"Resident","Resident","Resident_Resident","R-R",0.184954,0.763335,0.051711,2
"7180","6203_6220",0.0109410504107425,0.0184490630403326,0,"6203","6220","Female-Juvenile","Male","Female-Juvenile_Male","F-M",17,17,0,"Resident","Resident","Resident_Resident","R-R",0.698996,0.294605,0.006399,1
"7181","6203_6257",0.0101192183350644,0.0168521498356643,0,"6203","6257","Female-Juvenile","Male","Female-Juvenile_Male","F-M",17,17,0,"Resident","Resident","Resident_Resident","R-R",0.712124,0.283056,0.00482,1
"7182","6203_92",0.0347743175626955,0.0374344880860153,1,"6203","92","Female-Juvenile","Male","Female-Juvenile_Male","F-M",17,43,26,"Resident","Resident","Resident_Resident","R-R",0.190534,0.76366,0.045806,2
"7183","6206_6210",0.0291923238891191,0.0316849584568141,1,"6206","6210","Female-Juvenile","Male","Female-Juvenile_Male","F-M",17,17,0,"Transient","Resident","Resident_Transient","R-T",0.218587,0.756712,0.024701,2
"7184","6206_6220",0.00913285137994218,0.0143195731740635,0,"6206","6220","Female-Juvenile","Male","Female-Juvenile_Male","F-M",17,17,0,"Transient","Resident","Resident_Transient","R-T",0.736798,0.260476,0.002726,1
"7185","6206_6257",0.0324804393469811,0.0350699868021819,1,"6206","6257","Female-Juvenile","Male","Female-Juvenile_Male","F-M",17,17,0,"Transient","Resident","Resident_Transient","R-T",0.201709,0.762438,0.035853,2
"7186","6206_92",0.0624850317578142,0.0499678265311875,2,"6206","92","Female-Juvenile","Male","Female-Juvenile_Male","F-M",17,43,26,"Transient","Resident","Resident_Transient","R-T",0.022013,0.839009,0.138978,2
"7187","6208_6210",0.0093017430180223,0.014397758556538,0,"6208","6210","Female-Juvenile","Male","Female-Juvenile_Male","F-M",15,17,2,"Resident","Resident","Resident_Resident","R-R",0.730813,0.266042,0.003145,1
"7188","6208_6220",0.0121729852954935,0.0230342979980142,0,"6208","6220","Female-Juvenile","Male","Female-Juvenile_Male","F-M",15,17,2,"Resident","Resident","Resident_Resident","R-R",0.685267,0.306249,0.008485,1
"7189","6208_6257",0.0106888618813851,0.0175287727555365,0,"6208","6257","Female-Juvenile","Male","Female-Juvenile_Male","F-M",15,17,2,"Resident","Resident","Resident_Resident","R-R",0.692211,0.30042,0.00737,1
"7190","6208_6421",0.0110248204425706,0.0201097249343363,0,"6208","6421","Female-Juvenile","Male","Female-Juvenile_Male","F-M",15,14,1,"Resident","Resident","Resident_Resident","R-R",0.698996,0.294605,0.006399,1
"7191","6208_6516",0.0119567199873713,0.0222024074833397,0,"6208","6516","Female-Juvenile","Male","Female-Juvenile_Male","F-M",15,12,3,"Resident","Resident","Resident_Resident","R-R",0.692211,0.30042,0.00737,1
"7192","6208_6534",0.0126527288437136,0.0232814998558592,0,"6208","6534","Female-Juvenile","Male","Female-Juvenile_Male","F-M",15,12,3,"Resident","Transient","Resident_Transient","R-T",0.678154,0.312081,0.009765,1
"7193","6208_92",0.0107040831451056,0.0176728287828056,0,"6208","92","Female-Juvenile","Male","Female-Juvenile_Male","F-M",15,43,28,"Resident","Resident","Resident_Resident","R-R",0.705631,0.288815,0.005554,1
"7194","6210_6211",0.0272168981333023,0.0280392525303414,1,"6210","6211","Male","Female-Juvenile","Female-Juvenile_Male","F-M",17,17,0,"Resident","Resident","Resident_Resident","R-R",0.224263,0.753946,0.021791,2
"7195","6210_6215",0.00672832400835101,0.00912817742039204,0,"6210","6215","Male","Female-Juvenile","Female-Juvenile_Male","F-M",17,15,2,"Resident","Resident","Resident_Resident","R-R",0.822964,0.176802,0.000234,1
"7196","6210_6221",0.0103116776902231,0.0163138412227398,0,"6210","6221","Male","Female-Juvenile","Female-Juvenile_Male","F-M",17,17,0,"Resident","Transient","Resident_Transient","R-T",0.712124,0.283056,0.00482,1
"7197","6210_6224",0.00925398663038932,0.0137777322760995,0,"6210","6224","Male","Female-Juvenile","Female-Juvenile_Male","F-M",17,17,0,"Resident","Resident","Resident_Resident","R-R",0.736798,0.260476,0.002726,1
"7198","6210_6246",0.00822528282806401,0.0115311850633019,0,"6210","6246","Male","Female-Juvenile","Female-Juvenile_Male","F-M",17,14,3,"Resident","Resident","Resident_Resident","R-R",0.77564,0.223362,0.000997,1
"7199","6210_6405",0.0128461427330936,0.0230600568621054,0,"6210","6405","Male","Female-Juvenile","Female-Juvenile_Male","F-M",17,14,3,"Resident","Transient","Resident_Transient","R-T",0.670862,0.317904,0.011234,1
"7200","6210_6407",0.0113789061622344,0.0208807749333745,0,"6210","6407","Male","Female-Juvenile","Female-Juvenile_Male","F-M",17,14,3,"Resident","Transient","Resident_Transient","R-T",0.685267,0.306249,0.008485,1
"7201","6210_6408",0.0126423472373253,0.0224436425740134,0,"6210","6408","Male","Female-Juvenile","Female-Juvenile_Male","F-M",17,14,3,"Resident","Transient","Resident_Transient","R-T",0.670862,0.317904,0.011234,1
"7202","6210_6415",0.0579472619636034,0.035835209778614,3,"6210","6415","Male","Female-Juvenile","Female-Juvenile_Male","F-M",17,14,3,"Resident","Resident","Resident_Resident","R-R",0.003824,0.919606,0.076571,2
"7203","6210_6418",0.0123537347315472,0.0225190278173981,0,"6210","6418","Male","Female-Juvenile","Female-Juvenile_Male","F-M",17,14,3,"Resident","Transient","Resident_Transient","R-T",0.685267,0.306249,0.008485,1
"7204","6210_6423",0.011519637448646,0.021148818240832,0,"6210","6423","Male","Female-Juvenile","Female-Juvenile_Male","F-M",17,14,3,"Resident","Transient","Resident_Transient","R-T",0.685267,0.306249,0.008485,1
"7205","6210_6427",0.00994504158969046,0.0158980632238236,0,"6210","6427","Male","Female-Juvenile","Female-Juvenile_Male","F-M",17,14,3,"Resident","Resident","Resident_Resident","R-R",0.718481,0.277337,0.004181,1
"7206","6210_6431",0.0094005749200648,0.0139161308748019,0,"6210","6431","Male","Female-Juvenile","Female-Juvenile_Male","F-M",17,14,3,"Resident","Resident","Resident_Resident","R-R",0.736798,0.260476,0.002726,1
"7207","6210_6441",0.0302978271254955,0.0314271393783665,1,"6210","6441","Male","Female-Juvenile","Female-Juvenile_Male","F-M",17,14,3,"Resident","Resident","Resident_Resident","R-R",0.207315,0.761,0.031685,2
"7208","6210_6502",0.00946168054499972,0.0151005567048196,0,"6210","6502","Male","Female-Juvenile","Female-Juvenile_Male","F-M",17,12,5,"Resident","Resident","Resident_Resident","R-R",0.730813,0.266042,0.003145,1
"7209","6210_6513",0.0116042580992022,0.0210894583217574,0,"6210","6513","Male","Female-Juvenile","Female-Juvenile_Male","F-M",17,12,5,"Resident","Transient","Resident_Transient","R-T",0.692211,0.30042,0.00737,1
"7210","6210_6519",0.0314564529994446,0.0342796241076204,1,"6210","6519","Male","Female-Juvenile","Female-Juvenile_Male","F-M",17,12,5,"Resident","Resident","Resident_Resident","R-R",0.207315,0.761,0.031685,2
"7211","6210_6527",0.00943998781888058,0.0152049218053495,0,"6210","6527","Male","Female-Juvenile","Female-Juvenile_Male","F-M",17,10,7,"Resident","Resident","Resident_Resident","R-R",0.730813,0.266042,0.003145,1
"7212","6210_6537",0.0105778081201409,0.0183743105033193,0,"6210","6537","Male","Female-Juvenile","Female-Juvenile_Male","F-M",17,12,5,"Resident","Transient","Resident_Transient","R-T",0.705631,0.288815,0.005554,1
"7213","6210_6540",0.132880187648056,0.108292557761459,2,"6210","6540","Male","Female-Juvenile","Female-Juvenile_Male","F-M",17,10,7,"Resident","Resident","Resident_Resident","R-R",0.011515,0.6058,0.382684,2
"7214","6210_6543",0.00844239443898634,0.0127338876988662,0,"6210","6543","Male","Female-Juvenile","Female-Juvenile_Male","F-M",17,12,5,"Resident","Resident","Resident_Resident","R-R",0.759618,0.238846,0.001536,1
"7215","6210_6555",0.00712648616513594,0.010190839007699,0,"6210","6555","Male","Female-Juvenile","Female-Juvenile_Male","F-M",17,12,5,"Resident","Resident","Resident_Resident","R-R",0.809703,0.189935,0.000362,1
"7216","6210_6561",0.0105337624032083,0.0170154608697013,0,"6210","6561","Male","Female-Juvenile","Female-Juvenile_Male","F-M",17,10,7,"Resident","Resident","Resident_Resident","R-R",0.712124,0.283056,0.00482,1
"7217","6210_6563",0.0297038409916793,0.0307022250995211,1,"6210","6563","Male","Female-Juvenile","Female-Juvenile_Male","F-M",17,12,5,"Resident","Resident","Resident_Resident","R-R",0.212939,0.759077,0.027984,2
"7218","6210_6565",0.0113123257988683,0.0204804546236379,0,"6210","6565","Male","Female-Juvenile","Female-Juvenile_Male","F-M",17,12,5,"Resident","Transient","Resident_Transient","R-T",0.692211,0.30042,0.00737,1
"7219","6210_6568",0.00928299852142791,0.0149031025740185,0,"6210","6568","Male","Female-Juvenile","Female-Juvenile_Male","F-M",17,12,5,"Resident","Transient","Resident_Transient","R-T",0.736798,0.260476,0.002726,1
"7220","6210_6601",0.00815937778329119,0.0116043561058954,0,"6210","6601","Male","Female-Juvenile","Female-Juvenile_Male","F-M",17,10,7,"Resident","Unknown","Resident_Unknown","R-U",0.759618,0.238846,0.001536,1
"7221","6210_6602",0.00998670021164322,0.0155670049789772,0,"6210","6602","Male","Female-Juvenile","Female-Juvenile_Male","F-M",17,10,7,"Resident","Unknown","Resident_Unknown","R-U",0.712124,0.283056,0.00482,1
"7222","6210_6603",0.00943726407438059,0.0154900162497902,0,"6210","6603","Male","Female-Juvenile","Female-Juvenile_Male","F-M",17,10,7,"Resident","Unknown","Resident_Unknown","R-U",0.736798,0.260476,0.002726,1
"7223","6210_6629",0.0112250308195153,0.020037690671137,0,"6210","6629","Male","Female-Juvenile","Female-Juvenile_Male","F-M",17,10,7,"Resident","Unknown","Resident_Unknown","R-U",0.692211,0.30042,0.00737,1
"7224","6210_6640",0.00989275099227104,0.0152050766714016,0,"6210","6640","Male","Female-Juvenile","Female-Juvenile_Male","F-M",17,10,7,"Resident","Unknown","Resident_Unknown","R-U",0.718481,0.277337,0.004181,1
"7225","6210_6673",0.0114845811737568,0.0211070380308436,0,"6210","6673","Male","Female-Juvenile","Female-Juvenile_Male","F-M",17,10,7,"Resident","Unknown","Resident_Unknown","R-U",0.692211,0.30042,0.00737,1
"7226","6210_832",0.0610478122867566,0.0480395876617794,2,"6210","832","Male","Female-Juvenile","Female-Juvenile_Male","F-M",17,39,22,"Resident","Resident","Resident_Resident","R-R",0.023019,0.852019,0.124963,2
"7227","6210_89",0.0103606061592112,0.0172142256840687,0,"6210","89","Male","Female-Juvenile","Female-Juvenile_Male","F-M",17,44,27,"Resident","Resident","Resident_Resident","R-R",0.712124,0.283056,0.00482,1
"7228","6210_961",0.0935927678855866,0.0588997754646362,3,"6210","961","Male","Female-Juvenile","Female-Juvenile_Male","F-M",17,36,19,"Resident","Resident","Resident_Resident","R-R",0.00164,0.63048,0.367879,2
"7229","6211_6220",0.00916010749994525,0.0142431989833301,0,"6211","6220","Female-Juvenile","Male","Female-Juvenile_Male","F-M",17,17,0,"Resident","Resident","Resident_Resident","R-R",0.736798,0.260476,0.002726,1
"7230","6211_6257",0.010192422957564,0.0167622704643246,0,"6211","6257","Female-Juvenile","Male","Female-Juvenile_Male","F-M",17,17,0,"Resident","Resident","Resident_Resident","R-R",0.718481,0.277337,0.004181,1
"7231","6211_6421",0.00915010875962823,0.0146207784758539,0,"6211","6421","Female-Juvenile","Male","Female-Juvenile_Male","F-M",17,14,3,"Resident","Resident","Resident_Resident","R-R",0.742667,0.25497,0.002363,1
"7232","6211_6516",0.00936531878010544,0.0151629554594123,0,"6211","6516","Female-Juvenile","Male","Female-Juvenile_Male","F-M",17,12,5,"Resident","Resident","Resident_Resident","R-R",0.742667,0.25497,0.002363,1
"7233","6211_6534",0.0136781667100096,0.0281476484234134,0,"6211","6534","Female-Juvenile","Male","Female-Juvenile_Male","F-M",17,12,5,"Resident","Transient","Resident_Transient","R-T",0.670862,0.317904,0.011234,1
"7234","6211_6631",0.0106815551438458,0.0175490850712989,0,"6211","6631","Female-Juvenile","Male","Female-Juvenile_Male","F-M",17,10,7,"Resident","Unknown","Resident_Unknown","R-U",0.698996,0.294605,0.006399,1
"7235","6211_92",0.0371382087487643,0.0409802464031795,1,"6211","92","Female-Juvenile","Male","Female-Juvenile_Male","F-M",17,43,26,"Resident","Resident","Resident_Resident","R-R",0.184954,0.763335,0.051711,2
"7236","6215_6220",0.00756795012436963,0.0115277151159991,0,"6215","6220","Female-Juvenile","Male","Female-Juvenile_Male","F-M",15,17,2,"Resident","Resident","Resident_Resident","R-R",0.795654,0.203787,0.000559,1
"7237","6215_6257",0.0110861328021844,0.0195126894876033,0,"6215","6257","Female-Juvenile","Male","Female-Juvenile_Male","F-M",15,17,2,"Resident","Resident","Resident_Resident","R-R",0.692211,0.30042,0.00737,1
"7238","6215_6421",0.0219078131919278,0.0218988887143777,1,"6215","6421","Female-Juvenile","Male","Female-Juvenile_Male","F-M",15,14,1,"Resident","Resident","Resident_Resident","R-R",0.283323,0.710594,0.006082,2
"7239","6215_6516",0.00778636037947962,0.0109729848854244,0,"6215","6516","Female-Juvenile","Male","Female-Juvenile_Male","F-M",15,12,3,"Resident","Resident","Resident_Resident","R-R",0.785834,0.213419,0.000747,1
"7240","6215_6534",0.0127799559089863,0.0233916606297714,0,"6215","6534","Female-Juvenile","Male","Female-Juvenile_Male","F-M",15,12,3,"Resident","Transient","Resident_Transient","R-T",0.670862,0.317904,0.011234,1
